collection_id,collection_name,holder_count,degree_centrality_weighted,total_connections,eigenvector_centrality_weighted,neighbor_influence_score,community_id,community_size,community_cohesion_score,gn_community_id,gn_community_size,gn_bridge_score,centrality_rank_degree,centrality_rank_eigenvector,rank_difference,community_agreement
0x49d54cd9ca8c5ecadbb346dc6b4e31549f34e405,Overnads: Whitelist Pass,510,1.0,47,0.16337931530977048,6.662624874629499,2,15,0.2765957446808511,3,47,0.02127659574468085,1.0,2.0,-1.0,0
0x9436689d617dd6696f94cd3d8bbdd234f30d2a52,ROARRR,2792,0.9936886106705675,47,0.16340351996031213,6.662600669978957,2,15,0.2765957446808511,3,47,0.02127659574468085,2.0,1.0,1.0,0
0xff59f1e14c4f5522158a0cf029f94475ba469458,Mystery Token,495,0.9894669057462754,47,0.1619636275576028,6.6640405623816665,2,15,0.2765957446808511,3,47,0.02127659574468085,3.0,6.0,-3.0,0
0x3db6c11474893689cdb9d7cdedc251532cadf32b,Mecha Box Mint Pass,294,0.9836111179356258,47,0.16306811127645746,6.662936078662812,1,35,0.7021276595744681,3,47,0.02127659574468085,4.0,3.0,1.0,0
0xbc8f6824fde979848ad97a52bced2d6ca1842a68,Momo,548,0.9816209113364953,48,0.16271292232939144,6.665734218932144,1,35,0.6875,3,47,0.041666666666666664,5.0,5.0,0.0,0
0x46c66c40711a2953d1768926e53134c7ab272cd5,Blench Pass,281,0.9795881523384252,47,0.16289826888825373,6.663105921051015,1,35,0.7021276595744681,3,47,0.02127659574468085,6.0,4.0,2.0,0
0x2b9ee0a88d69eef1cffe3ea330165e17fd976c3c,r3tardv3rs3,266,0.9723232440873423,47,0.16158200240622067,6.664422187533049,1,35,0.7021276595744681,3,47,0.02127659574468085,7.0,7.0,0.0,0
0x7da93750de078bfbbab0dd30635448e9ec7fb8f0,EGGcellent,564,0.9651864569167724,47,0.15988259821316247,6.666121591726107,2,15,0.2765957446808511,3,47,0.02127659574468085,8.0,10.0,-2.0,0
0xa980f072bc06d67faec2b03a8ada0d6c9d0da9f8,Legacy Eggs,1716,0.9649120487093349,47,0.1610326736475728,6.664971516291697,1,35,0.7021276595744681,3,47,0.02127659574468085,9.0,8.0,1.0,0
0xd20ef03e432208af083c0fb4e401049f4f29949f,Lil chogstars Superstarlist Pass,899,0.9597684321569914,47,0.15941291350168052,6.66659127643759,2,15,0.2765957446808511,3,47,0.02127659574468085,10.0,12.0,-2.0,0
0xb0a663cf4853e67221fee43322fda402e21debfc,Llamao Genesis,459,0.958342327713511,46,0.1601055615557041,6.595356555610398,1,35,0.717391304347826,3,47,0.021739130434782608,11.0,9.0,2.0,0
0xe6b5427b174344fd5cb1e3d5550306b0055473c6,Chogs Mystery Chest,800,0.9576008233626029,47,0.1598504980097831,6.666153691929486,1,35,0.7021276595744681,3,47,0.02127659574468085,12.0,11.0,1.0,0
0x4870e911b1986c6822a171cdf91806c3d44ce235,Sealuminati Testnetooor,3551,0.9474999969160252,47,0.15929250820289803,6.666711681736372,1,35,0.7021276595744681,3,47,0.02127659574468085,13.0,13.0,0.0,0
0x87e1f1824c9356733a25d6bed6b9c87a3b31e107,Spikes,2888,0.9465753725747408,47,0.1588629497137768,6.667141240225494,1,35,0.7021276595744681,3,47,0.02127659574468085,14.0,14.0,0.0,0
0x78ed9a576519024357ab06d9834266a04c9634b7,TheDaks,1442,0.9370113921478347,47,0.15806954112804308,6.667934648811226,1,35,0.7021276595744681,3,47,0.02127659574468085,15.0,15.0,0.0,0
0x7427f8f5a390cde438f229e8b4e481677ca98af5,t3mu,322,0.932418379645447,47,0.15568557969398591,6.670318610245284,1,35,0.7021276595744681,3,47,0.02127659574468085,16.0,20.0,-4.0,0
0x5a21b0f4a4f9b54e16282b6ed5ad014b3c77186f,La Mouch,2776,0.9291432066111203,47,0.15688847873553144,6.669115711203737,1,35,0.7021276595744681,3,47,0.02127659574468085,17.0,16.0,1.0,0
0xcd719c599ebc51193c5c97cbe188f43c8c4c8745,Lost Discs,206,0.9291407368188744,47,0.15632072086381535,6.669683469075453,1,35,0.7021276595744681,3,47,0.02127659574468085,18.0,18.0,0.0,0
0x3ff5ab5eea49d25ab00b532e9e50b17d5218068c,BOBR,617,0.926832011701057,47,0.1562523736245962,6.6697518163146725,1,35,0.7021276595744681,3,47,0.02127659574468085,19.0,19.0,0.0,0
0x3a9454c1b4c84d1861bb1209a647c834d137b442,The10kSquad,7515,0.9205362735259667,46,0.15640500500306206,6.599057112163041,1,35,0.717391304347826,3,47,0.021739130434782608,20.0,17.0,3.0,0
0x6341c537a6fc563029d8e8caa87da37f227358f4,Molandaks Mint Pass,546,0.9188680161586229,47,0.15265029799297572,6.673353891946293,2,15,0.2765957446808511,3,47,0.02127659574468085,21.0,24.0,-3.0,0
0xf105209830ebcaef5f1b85fb3e7f44256d1af2e3,Moyaking Pass,676,0.9147763023797807,47,0.1555512676989423,6.670452922240328,1,35,0.7021276595744681,3,47,0.02127659574468085,22.0,21.0,1.0,0
0xed52e0d80f4e7b295df5e622b55eff22d262f6ed,r3tards,317,0.9133681009102567,46,0.15396624736922493,6.571791273160295,1,35,0.6956521739130435,3,47,0.0,23.0,23.0,0.0,0
0xc5c9425d733b9f769593bd2814b6301916f91271,Purple Frens,1007,0.9034335655743398,47,0.1520157392583467,6.673988450680923,1,35,0.7021276595744681,3,47,0.02127659574468085,24.0,26.0,-2.0,0
0x6ed438b2a8eff227e7e54b5324926941b140eea0,Blocknads,1603,0.9020786662374874,45,0.1544079727752866,6.519779656468301,1,35,0.7333333333333333,3,47,0.022222222222222223,25.0,22.0,3.0,0
0xe8f0635591190fb626f9d13c49b60626561ed145,Skrumpets,283,0.8999474384296909,45,0.15189769003761502,6.49258534256939,1,35,0.7111111111111111,3,47,0.0,26.0,27.0,-1.0,0
0xe047e7501ac25d3003a8da147648b088d9df0b07,LootGO Looties,350,0.8969814461693107,48,0.15221801795099452,6.67622912331054,1,35,0.6875,3,47,0.041666666666666664,27.0,25.0,2.0,0
0xfe5b5af24280af7ea190a41d0240fe30c46f1c40,HaHa x Mongang Pass,738,0.8906397944662808,48,0.150229544144079,6.678217597117456,1,35,0.6875,3,47,0.041666666666666664,28.0,30.0,-2.0,0
0xa568cabe34c8ca0d2a8671009ae0f6486a314425,Meowwnads,3227,0.8848581883290743,47,0.15153575646905762,6.674468433470212,1,35,0.7021276595744681,3,47,0.02127659574468085,29.0,28.0,1.0,0
0x88bbcba96a52f310497774e7fd5ebadf0ece21fb,Chewy,937,0.879421871190499,47,0.15095605901145354,6.6750481309278165,1,35,0.7021276595744681,3,47,0.02127659574468085,30.0,29.0,1.0,0
0xb981a81b45f604f82bd502a35c6dbe25dd2e8b8d,RealNads Premint Pass,894,0.8666495401119051,45,0.1492967185309943,6.49518631407601,1,35,0.7111111111111111,3,47,0.0,31.0,31.0,0.0,0
0xf981561d4d9acbb7259682a0e8b9b3a3d6975116,Gmonad,952,0.8651944354512129,47,0.14857556533110802,6.6774286246081616,1,35,0.7021276595744681,3,47,0.02127659574468085,32.0,32.0,0.0,0
0x66e40f67afd710386379a6bb24d00308f81c183f,Molandaks,2670,0.8260523468316551,46,0.14176858912239151,6.5499174733764525,1,35,0.6956521739130435,3,47,0.021739130434782608,33.0,33.0,0.0,0
0x6aa4872ab4e0fdf078efd17acd45b6352f47c39c,Mon Beans,257,0.8048883145325082,47,0.13982318521468906,6.609848682624268,1,35,0.7021276595744681,3,47,0.0425531914893617,34.0,34.0,0.0,0
0x8827a10506653af9de490e160ad134e6293d3b47,Monad Nurse,109,0.7858884740415722,46,0.13611959736672188,6.5896379231627975,1,35,0.6956521739130435,3,47,0.0,35.0,35.0,0.0,0
0xd6421e9c72199e971e5a3cde09214054e1216cd2,Mondana Baddies Eye Chain,150,0.7786433417535441,44,0.13431812744042593,6.324201138025333,1,35,0.7045454545454546,3,47,0.0,36.0,36.0,0.0,0
0x26c86f2835c114571df2b6ce9ba52296cc0fa6bb,Lil Chogstars,426,0.7693025382675791,46,0.1254696659413698,6.566216396557475,2,15,0.2826086956521739,3,47,0.021739130434782608,37.0,39.0,-2.0,0
0x9b72654fca42e3415a0eba357f90fa34ef0b14e4,Poply x Molandaks,196,0.7531331756352029,47,0.12786397796637017,6.574706003221245,1,35,0.6808510638297872,3,47,0.0425531914893617,38.0,37.0,1.0,0
0x84db60168be10fb2ae274ea84e24cb22ffe11ddd,Mondana Baddies: Baddie Eye,193,0.7355494985871807,45,0.12054761589249492,6.479332744563107,2,15,0.28888888888888886,3,47,0.0,39.0,40.0,-1.0,0
0x006300ab0e8969c88dcf2e7c070e6c29b6081c1f,NADSA ADMISSION TICKET,99,0.7247580742152742,45,0.12587716007391844,6.451715436006485,1,35,0.7111111111111111,3,47,0.022222222222222223,40.0,38.0,2.0,0
0x4e88056e13de12bde065589e501033227d8188e6,The Daks Fantasies,206,0.7182034764465942,48,0.11668122497491891,6.711765916286616,2,15,0.2916666666666667,3,47,0.041666666666666664,41.0,41.0,0.0,0
0xe06f294f288478671e19dba629ab003839705e95,BUNS,387,0.6460183700900353,45,0.1135515750561883,6.530931457550816,1,35,0.7111111111111111,3,47,0.0,42.0,42.0,0.0,0
0xbb406139138401f4475ca5cf2d7152847159eb7a,SpiKeys,171,0.6379353612784108,46,0.10345489389115227,6.622302626638367,2,15,0.2826086956521739,3,47,0.0,43.0,43.0,0.0,0
0xa18e1c7c6e8c663c5d835fffd70ef07b482fe884,Monadverse: Chapter 10,19860,0.5861309481337965,37,0.10024666940974963,5.423995801951874,1,35,0.7567567567567568,2,1,1.0,44.0,44.0,0.0,0
0x151cf400af08bca390b16582ed6c4f096e4f17eb,DN,110,0.5549616994687805,47,0.08932002727891633,6.638880444572869,2,15,0.2978723404255319,3,47,0.02127659574468085,45.0,45.0,0.0,0
0x4bac889f20b9de43734f15379096c98f34154c50,LaMouch x Fantasytop Pass,167,0.5075055233999501,43,0.081274487922515,6.0777720275291856,2,15,0.32558139534883723,3,47,0.023255813953488372,46.0,46.0,0.0,0
0x2ace467d5c55d75cf04ae7b9c7672bc499d8e246,Monadverse Genesis Hatch,259,0.4974748310223112,46,0.07877527342257802,6.607405731302002,2,15,0.2826086956521739,3,47,0.021739130434782608,47.0,47.0,0.0,0
