collection_id,collection_name,holder_count,gn_community_id,gn_community_size,total_connections,intra_community_connections,inter_community_connections,gn_community_cohesion_score,gn_bridge_score,intra_community_weight,inter_community_weight
0x3019bf1dfb84e5b46ca9d0eec37de08a59a41308,Nad Name Service,50000,0,1,0,0,0,0.0,0.0,0.0,0.0
0xe25c57ff3eea05d0f8be9aaae3f522ddc803ca4e,Monadverse: Chapter 1,38311,1,1,8,0,8,0.0,1.0,0.0,0.3915613654452529
0xa18e1c7c6e8c663c5d835fffd70ef07b482fe884,Monadverse: Chapter 10,19860,2,1,16,0,16,0.0,1.0,0.0,0.7236118316540153
0x3a9454c1b4c84d1861bb1209a647c834d137b442,The10kSquad,7515,3,40,34,32,2,0.9411764705882353,0.058823529411764705,1.4566030533592085,0.13977397770042266
0x4870e911b1986c6822a171cdf91806c3d44ce235,Sealuminati Testnetooor,3551,3,40,39,37,2,0.9487179487179487,0.05128205128205128,1.4652558960070308,0.05659922179196521
0xa568cabe34c8ca0d2a8671009ae0f6486a314425,Meowwnads,3227,3,40,35,33,2,0.9428571428571428,0.05714285714285714,1.252933363434945,0.04690384661370895
0x87e1f1824c9356733a25d6bed6b9c87a3b31e107,Spikes,2888,3,40,40,38,2,0.95,0.05,2.208087330570986,0.05497267595986866
0x9436689d617dd6696f94cd3d8bbdd234f30d2a52,ROARRR,2792,3,40,37,35,2,0.9459459459459459,0.05405405405405406,1.0930783329201494,0.06467015295542622
0x5a21b0f4a4f9b54e16282b6ed5ad014b3c77186f,La Mouch,2776,3,40,40,38,2,0.95,0.05,1.9744247041114746,0.046487144370709096
0x66e40f67afd710386379a6bb24d00308f81c183f,Molandaks,2670,3,40,34,32,2,0.9411764705882353,0.058823529411764705,1.110602564779493,0.04917769195181919
0xa980f072bc06d67faec2b03a8ada0d6c9d0da9f8,Legacy Eggs,1716,3,40,41,39,2,0.9512195121951219,0.04878048780487805,2.286615729949704,0.029311011149895174
0x6ed438b2a8eff227e7e54b5324926941b140eea0,Blocknads,1603,3,40,40,39,1,0.975,0.025,1.9483137142718228,0.02195029044852871
0x78ed9a576519024357ab06d9834266a04c9634b7,TheDaks,1442,3,40,40,39,1,0.975,0.025,2.621333307463244,0.01947834410145968
0xc5c9425d733b9f769593bd2814b6301916f91271,Purple Frens,1007,3,40,38,35,3,0.9210526315789473,0.07894736842105263,1.2493199600334115,0.03699353763692783
0xf981561d4d9acbb7259682a0e8b9b3a3d6975116,Gmonad,952,3,40,37,37,0,1.0,0.0,0.9591917873855696,0.0
0x88bbcba96a52f310497774e7fd5ebadf0ece21fb,Chewy,937,3,40,38,37,1,0.9736842105263158,0.02631578947368421,1.8723589886377052,0.01627247849882721
0xd20ef03e432208af083c0fb4e401049f4f29949f,Lil chogstars Superstarlist Pass,899,3,40,43,38,5,0.8837209302325582,0.11627906976744186,1.3647307535874478,0.07111533145457431
0xb981a81b45f604f82bd502a35c6dbe25dd2e8b8d,RealNads Premint Pass,894,3,40,38,37,1,0.9736842105263158,0.02631578947368421,1.149666029469162,0.011029411764705883
0xe6b5427b174344fd5cb1e3d5550306b0055473c6,Chogs Mystery Chest,800,3,40,42,38,4,0.9047619047619048,0.09523809523809523,2.207871335175207,0.06813724201447133
0xfe5b5af24280af7ea190a41d0240fe30c46f1c40,HaHa x Mongang Pass,738,3,40,40,37,3,0.925,0.075,1.042225089852465,0.0316496889252009
0xf105209830ebcaef5f1b85fb3e7f44256d1af2e3,Moyaking Pass,676,3,40,41,39,2,0.9512195121951219,0.04878048780487805,1.5567852236673003,0.02779543717056291
0x3ff5ab5eea49d25ab00b532e9e50b17d5218068c,BOBR,617,3,40,42,39,3,0.9285714285714286,0.07142857142857142,2.3899395029934696,0.036447954849864336
0x7da93750de078bfbbab0dd30635448e9ec7fb8f0,EGGcellent,564,3,40,44,38,6,0.8636363636363636,0.13636363636363635,1.3966178630234785,0.09690787290894448
0xbc8f6824fde979848ad97a52bced2d6ca1842a68,Momo,548,3,40,44,39,5,0.8863636363636364,0.11363636363636363,1.591583895275064,0.0750907625952819
0x6341c537a6fc563029d8e8caa87da37f227358f4,Molandaks Mint Pass,546,3,40,43,36,7,0.8372093023255814,0.16279069767441862,1.1857495670719047,0.11314826260272023
0x49d54cd9ca8c5ecadbb346dc6b4e31549f34e405,Overnads: Whitelist Pass,510,3,40,45,38,7,0.8444444444444444,0.15555555555555556,1.1982628346948718,0.4536913863999928
0xff59f1e14c4f5522158a0cf029f94475ba469458,Mystery Token,495,3,40,46,39,7,0.8478260869565217,0.15217391304347827,1.2394400419643297,0.4501630793479095
0xb0a663cf4853e67221fee43322fda402e21debfc,Llamao Genesis,459,3,40,44,39,5,0.8863636363636364,0.11363636363636363,1.3761905105978323,0.08707335753187659
