collection_id,collection_name,holder_count,community_id,community_size,total_connections,intra_community_connections,inter_community_connections,community_cohesion_score,intra_community_weight,inter_community_weight
0xa18e1c7c6e8c663c5d835fffd70ef07b482fe884,Monadverse: Chapter 10,19860,0,1,0,0,0,0.0,0.0,0.0
0x49d54cd9ca8c5ecadbb346dc6b4e31549f34e405,Overnads: Whitelist Pass,510,1,11,46,9,37,0.1956521739130435,9.0,30.15503189184012
0xff59f1e14c4f5522158a0cf029f94475ba469458,Mystery Token,495,1,11,46,9,37,0.1956521739130435,9.0,27.536154158184548
0x26c86f2835c114571df2b6ce9ba52296cc0fa6bb,Lil Chogstars,426,1,11,40,9,31,0.225,9.0,10.085593805768207
0x2ace467d5c55d75cf04ae7b9c7672bc499d8e246,Monadverse Genesis Hatch,259,1,11,32,9,23,0.28125,9.0,4.261779460423993
0x553b586f132b6bc2aafec9661d167300262fffdb,Katana Pass,214,1,11,2,1,1,0.5,0.052107051039302646,0.05409709495954814
0x4e88056e13de12bde065589e501033227d8188e6,The Daks Fantasies,206,1,11,42,10,32,0.23809523809523808,9.052107051039304,10.961960753799168
0x84db60168be10fb2ae274ea84e24cb22ffe11ddd,Mondana Baddies: Baddie Eye,193,1,11,41,9,32,0.21951219512195122,9.0,12.364404596605704
0xbb406139138401f4475ca5cf2d7152847159eb7a,SpiKeys,171,1,11,34,9,25,0.2647058823529412,9.0,10.237126654255057
0x4bac889f20b9de43734f15379096c98f34154c50,LaMouch x Fantasytop Pass,167,1,11,32,9,23,0.28125,8.765810334115224,6.205174183965922
0x151cf400af08bca390b16582ed6c4f096e4f17eb,DN,110,1,11,39,9,30,0.23076923076923078,8.765810334115224,8.955856513521121
0x7370a0a9e9a833bcd071b38fc25184e7afb57aff,Chog Pass,93,1,11,36,9,27,0.25,9.0,5.712264158676379
0xd20ef03e432208af083c0fb4e401049f4f29949f,Lil chogstars Superstarlist Pass,899,2,16,43,14,29,0.32558139534883723,14.0,18.919778511799393
0xb981a81b45f604f82bd502a35c6dbe25dd2e8b8d,RealNads Premint Pass,894,2,16,42,15,27,0.35714285714285715,12.092539958070311,17.573469575921678
